conf_0.4,conf_0.45,conf_0.5,conf_0.55,conf_0.6,conf_0.65,conf_0.7,conf_0.75,conf_0.8,conf_0.85,conf_0.9,conf_0.95
1.4520214978956836,0.10585128411549975,3.0845394972270097,1.3372609945318088,2.3308673044963135,1.4354233962232779,2.006896638761155,2.818072512481001,3.1378026428666197,3.1372484031464114,3.0408964429533927,2.848943894105523
0.1885882987090587,0.7913247406705841,-0.12381796918215611,1.4490422514181824,2.447604560328888,3.1095222352012932,2.472626925830023,2.791290202798346,1.6322421225990948,1.8220340537037978,1.031084333172487,2.7479155772097013
2.529990808814623,2.583106917162257,2.880567025347826,2.012108536090143,2.9188508885314794,1.8341787301730499,2.27168353351303,2.2120593764762524,1.7229316210099441,3.080765145437873,2.2052075321572744,3.1316349639009187
0.6707175505887039,2.649643019332585,2.988389566450837,1.322484750257978,2.719052378269273,0.044816860714473654,2.773208591719318,1.2555170797585684,2.9948315500709435,0.9523296092268653,1.9730957875783672,2.790106742832791
0.788017165713335,1.4767625616802256,2.6765079077923386,2.565279075678308,3.113962425779894,2.1526079004267085,1.8528693733219461,-0.08069853440465828,2.547240037972182,2.9983235904158576,2.8474373708959813,1.9603500730501422
0.8641287253097772,3.021676289872227,0.2124339070568878,1.4011690237924443,2.191225681451473,2.547590648462427,0.5010543906484253,2.9785880317564186,2.074569095217788,3.004896225441919,0.05620917643454026,2.388121210573762
2.764550687977702,3.112348323214746,2.070788688857498,1.162292801598844,2.8318514781463944,2.1948018614546063,1.0245066098277005,2.7089108351565714,1.7348004955469112,1.9388275683520033,2.4426600902207265,3.093562802358784
0.4129291427917895,2.220032603394518,0.47240052092611334,2.651542503983111,2.4704143765527817,2.032448052086091,2.2247680050619305,2.684005347927826,0.9423264562035022,3.0238290777272363,2.9245446558803985,2.2116485551684373
2.3604668108551645,2.0703401985860386,2.926242734026312,2.573730006550271,2.0978636690236905,2.011187493806095,0.6838440043653167,2.8091273655481945,2.8856188546519626,2.9510374991466093,0.7846069014735603,2.9127979744458443
2.0531426133771533,2.3226279307175846,2.702112377948281,1.1580732790307888,2.884636040796475,0.6752502982175943,2.480481634363961,1.572975305371605,2.7321500241399947,1.579894407252433,2.575745194780268,2.8199352997476224
2.3595789980170245,0.8429293874553965,2.8356276956489457,0.9624484696541372,1.8404770861846604,2.6795367777794383,1.7011996074548483,2.72829098157716,2.1503682773803585,1.454208167506262,3.0952122549212446,2.45634559209031
0.9476057149456292,-0.04019625561507624,2.707951248301549,2.458805301230282,0.4551373288302844,2.1725876629395087,0.6775953151187514,1.3576465878647306,2.639650334894707,2.088134396731841,3.1379950519777595,2.1445627679356174
0.920932585437214,0.8969426899363292,2.8970641868062064,1.5219006930262433,2.882408331533693,2.960836269483262,0.4486721782600429,1.787842181603996,2.843480832964039,3.133762611043571,2.795837574169382,1.9878553496542648
2.0133397575629317,2.231018753345798,1.8228118171401213,0.08617123293609164,3.025429438103603,2.1012784280141723,0.7417832559104005,1.771310624094489,3.004294353147303,2.980711002221153,2.3459395059666095,2.5704141039328254
2.3562965882718245,2.0904813728491276,1.9940278659946584,0.6863409610408965,2.4791946390118875,1.7579170211317887,1.560904667388107,0.9349773318246379,1.572319517320845,2.553057381000344,2.9481809078796433,2.2147922469834933
1.5265954740466305,1.3959204170543054,1.1098470706698684,2.925147522852456,2.8634932404217097,1.9075081689996565,1.219941991852294,1.5340094625063976,1.1907508525475416,2.79929090870491,1.1027654733437124,3.0631417778395433
0.6670398547945073,1.0203093942893446,1.5176684434528567,1.2086728686279478,2.353443794885219,1.667424787496791,2.866299001142649,2.1520376007104867,3.115908121699162,2.7668018322636048,2.2960356168806784,1.9498828330748674
1.8976935500755812,1.8637620008141378,0.2720251740781289,0.823947969227005,2.9302653552166986,3.0978314477869837,2.908935180011744,2.5445606113600214,2.1297621023516826,2.3752755742115834,1.6010571225513122,3.1501962524088016
1.9300282185510513,2.393391231203511,0.21346638332388534,1.993510042753187,1.5287795534563937,1.0906779493661185,1.7598977733542545,0.7253064029364126,1.9550779192340821,2.9618812833825228,2.986290009511117,2.9096759905665226
0.9759138790690942,1.8477229351039346,1.6645418537839507,0.830152937769796,1.4918803802642706,1.3887808876524883,0.7043890719255007,2.7219956725993293,2.6286165690794263,2.5070360529694073,2.6894042997488015,2.011040052963419
2.72365942433861,2.645490432370928,1.9007258700685399,0.894767954709185,0.9802329810272682,2.8263160855312313,2.8743838981758474,2.9014845984693456,1.2145395072161929,1.0740901359594306,3.108151093884706,3.0292060913028807
1.1324607184603837,1.5247935900022562,1.8042413230492038,1.4973246259598918,2.4775027842234345,0.5598422532210484,2.9728402527920657,2.371521391443012,2.639642010357221,3.0566858377995136,2.0623181528579226,2.5328751692474447
2.027544998716179,1.2389868506490527,2.3305397564328483,2.210610930554328,1.224420227978324,1.681275850080658,0.3822731940813949,1.4611211330098752,0.9691790151178546,0.570925496994577,2.8004507832926393,1.7082124461049482
1.2126617064279364,1.8991607869849452,2.012483946788347,0.8029929434137365,2.9367180429518562,2.1761587916846175,1.9717538057129094,2.8673971079645284,1.5659714655468773,2.5913957991838927,3.1523612734841335,2.1682912866779485
1.536941622222685,2.1586306788558582,0.8946403866234247,1.7076605720123847,2.038401761749993,3.02343540328436,2.438195709428339,2.8644183391162064,3.131609862200089,1.6903221125728651,1.3414599761120005,1.6361710041194837
0.4821937440054008,2.4430658281380158,1.9908808703851502,1.0108026733294964,1.526983539476815,1.7817872589093369,1.1980319657366318,0.2946056180322325,0.9728751603689362,3.051435814337838,3.0789109852025507,2.267527752868185
2.7544177860973047,1.0365470797005054,1.2367667258870285,1.8175250467454647,1.5816054249419353,0.7787424757781546,1.1731354675049939,2.3017727339431344,2.750345017548617,2.4539022519954954,2.086551300879004,2.1037889740838813
1.2299628935667115,2.831605487963859,1.9756123897601243,1.7401665993767073,1.5716591433962022,1.6505456364264581,2.6981856219907856,1.1351702532305799,1.293177128543403,0.8439278388428685,2.9877344234789187,2.689968224367856
